[drive]:\Dead & Company\2015\2015-10-31 Madison Square Garden, New York, NY AUD MTX mp3\101 Crowd into Jack Straw....mp3|Crowd > Jack Straw|
[drive]:\Dead & Company\2015\2015-10-31 Madison Square Garden, New York, NY AUD MTX mp3\102 ...Jack Straw.mp3|Jack Straw|
[drive]:\Dead & Company\2015\2015-10-31 Madison Square Garden, New York, NY AUD MTX mp3\103 New Speedway Boogie.mp3|New Speedway Boogie|
[drive]:\Dead & Company\2015\2015-10-31 Madison Square Garden, New York, NY AUD MTX mp3\104 Brown-Eyed Women.mp3|Brown Eyed Women|
[drive]:\Dead & Company\2015\2015-10-31 Madison Square Garden, New York, NY AUD MTX mp3\105 Ramble On Rose.mp3|Ramble On Rose|
[drive]:\Dead & Company\2015\2015-10-31 Madison Square Garden, New York, NY AUD MTX mp3\106 Althea.mp3|Althea|
[drive]:\Dead & Company\2015\2015-10-31 Madison Square Garden, New York, NY AUD MTX mp3\107 Cassidy.mp3|Cassidy|
[drive]:\Dead & Company\2015\2015-10-31 Madison Square Garden, New York, NY AUD MTX mp3\108 Deal.mp3|Deal|
[drive]:\Dead & Company\2015\2015-10-31 Madison Square Garden, New York, NY AUD MTX mp3\201 Crowd into Truckin'... (Tracking for Set II HORRIBLE!).mp3|Crowd|
[drive]:\Dead & Company\2015\2015-10-31 Madison Square Garden, New York, NY AUD MTX mp3\202 ...Truckin'....mp3|Truckin'|
[drive]:\Dead & Company\2015\2015-10-31 Madison Square Garden, New York, NY AUD MTX mp3\203 ...Wang Dang Doodle...Truckin'.mp3|Wang Dang Doodle|
[drive]:\Dead & Company\2015\2015-10-31 Madison Square Garden, New York, NY AUD MTX mp3\204 ...Truckin'....mp3|Truckin'|
[drive]:\Dead & Company\2015\2015-10-31 Madison Square Garden, New York, NY AUD MTX mp3\205 ...Estimated Prophet.mp3|Estimated Prophet|
[drive]:\Dead & Company\2015\2015-10-31 Madison Square Garden, New York, NY AUD MTX mp3\206 Eyes Of The World.mp3|Eyes Of The World|
[drive]:\Dead & Company\2015\2015-10-31 Madison Square Garden, New York, NY AUD MTX mp3\207 Terrapin Station....mp3|Terrapin Station|
[drive]:\Dead & Company\2015\2015-10-31 Madison Square Garden, New York, NY AUD MTX mp3\208 ...Terrapin Station.mp3|Terrapin Station|
[drive]:\Dead & Company\2015\2015-10-31 Madison Square Garden, New York, NY AUD MTX mp3\209 Drums.mp3|Drums|
[drive]:\Dead & Company\2015\2015-10-31 Madison Square Garden, New York, NY AUD MTX mp3\210 Space.mp3|Space|
[drive]:\Dead & Company\2015\2015-10-31 Madison Square Garden, New York, NY AUD MTX mp3\211 China Cat Sunflower.mp3|China Cat Sunflower|
[drive]:\Dead & Company\2015\2015-10-31 Madison Square Garden, New York, NY AUD MTX mp3\212 I Know You Rider.mp3|I Know You Rider|
[drive]:\Dead & Company\2015\2015-10-31 Madison Square Garden, New York, NY AUD MTX mp3\213 Morning Dew.mp3|Morning Dew|
[drive]:\Dead & Company\2015\2015-10-31 Madison Square Garden, New York, NY AUD MTX mp3\214 One More Saturday Night.mp3|One More Saturday Night|
[drive]:\Dead & Company\2015\2015-10-31 Madison Square Garden, New York, NY AUD MTX mp3\215 Crowd.mp3|Crowd|
[drive]:\Dead & Company\2015\2015-10-31 Madison Square Garden, New York, NY AUD MTX mp3\216 Werewolves of Londo.mp3|Wherewolves Of London|
[drive]:\Dead & Company\2015\2015-11-01 Madison Square Garden, New York, NY AUD MTX mp3\101 Crowd & tuning.mp3|Crowd|
[drive]:\Dead & Company\2015\2015-11-01 Madison Square Garden, New York, NY AUD MTX mp3\102 Samson and Delilah.mp3|Samson And Delilah|
[drive]:\Dead & Company\2015\2015-11-01 Madison Square Garden, New York, NY AUD MTX mp3\103 Minglewood Blues.mp3|Minglewood Blues|
[drive]:\Dead & Company\2015\2015-11-01 Madison Square Garden, New York, NY AUD MTX mp3\104 Bertha.mp3|Bertha|
[drive]:\Dead & Company\2015\2015-11-01 Madison Square Garden, New York, NY AUD MTX mp3\105 Sugaree.mp3|Sugaree|
[drive]:\Dead & Company\2015\2015-11-01 Madison Square Garden, New York, NY AUD MTX mp3\106 Friend of the Devil.mp3|Friend Of The Devil|
[drive]:\Dead & Company\2015\2015-11-01 Madison Square Garden, New York, NY AUD MTX mp3\107 Crazy Fingers.mp3|Crazy Fingers|
[drive]:\Dead & Company\2015\2015-11-01 Madison Square Garden, New York, NY AUD MTX mp3\108 Uncle John's Band.mp3|Uncle John's Band|
[drive]:\Dead & Company\2015\2015-11-01 Madison Square Garden, New York, NY AUD MTX mp3\201 Crowd & tuning.mp3|Crowd|
[drive]:\Dead & Company\2015\2015-11-01 Madison Square Garden, New York, NY AUD MTX mp3\202 Scarlet Begonias.mp3|Scarlet Begonias|
[drive]:\Dead & Company\2015\2015-11-01 Madison Square Garden, New York, NY AUD MTX mp3\203 Fire on the Mountain.mp3|Fire On The Mountain|
[drive]:\Dead & Company\2015\2015-11-01 Madison Square Garden, New York, NY AUD MTX mp3\204 Shakedown Street....mp3|Shakedown Street|
[drive]:\Dead & Company\2015\2015-11-01 Madison Square Garden, New York, NY AUD MTX mp3\205 ...Shakedown Street.mp3|Shakedown Street|
[drive]:\Dead & Company\2015\2015-11-01 Madison Square Garden, New York, NY AUD MTX mp3\206 Dark Star.mp3|Dark Star|
[drive]:\Dead & Company\2015\2015-11-01 Madison Square Garden, New York, NY AUD MTX mp3\207 Drums.mp3|Drums|
[drive]:\Dead & Company\2015\2015-11-01 Madison Square Garden, New York, NY AUD MTX mp3\208 Space.mp3|Space|
[drive]:\Dead & Company\2015\2015-11-01 Madison Square Garden, New York, NY AUD MTX mp3\209 Wharf Rat.mp3|Wharf Rat|
[drive]:\Dead & Company\2015\2015-11-01 Madison Square Garden, New York, NY AUD MTX mp3\210 Playing in the Band.mp3|Playing In The Band|
[drive]:\Dead & Company\2015\2015-11-01 Madison Square Garden, New York, NY AUD MTX mp3\211 Going Down the Road Feeling Bad.mp3|Goin' Down The Road Feelin' Bad|
[drive]:\Dead & Company\2015\2015-11-01 Madison Square Garden, New York, NY AUD MTX mp3\212 Crowd.mp3|Crowd|
[drive]:\Dead & Company\2015\2015-11-01 Madison Square Garden, New York, NY AUD MTX mp3\213 Ripple.mp3|Ripple|
[drive]:\Dead & Company\2015\2015-11-05 Wells Fargo Center, Philadelphia, PA AUD MTX mp3\101 Here Comes Sunshine.mp3|Here Comes Sunshine|
[drive]:\Dead & Company\2015\2015-11-05 Wells Fargo Center, Philadelphia, PA AUD MTX mp3\102 Loose Lucy.mp3|Loose Lucy|
[drive]:\Dead & Company\2015\2015-11-05 Wells Fargo Center, Philadelphia, PA AUD MTX mp3\103 Candyman.mp3|Candyman|
[drive]:\Dead & Company\2015\2015-11-05 Wells Fargo Center, Philadelphia, PA AUD MTX mp3\104 Mississippi Half-Step Uptown Toodeloo.mp3|Mississippi Half-Step Uptown Toodeloo|
[drive]:\Dead & Company\2015\2015-11-05 Wells Fargo Center, Philadelphia, PA AUD MTX mp3\105 Bird Song.mp3|Bird Song|
[drive]:\Dead & Company\2015\2015-11-05 Wells Fargo Center, Philadelphia, PA AUD MTX mp3\106 Cumberland Blues.mp3|Cumberland Blues|
[drive]:\Dead & Company\2015\2015-11-05 Wells Fargo Center, Philadelphia, PA AUD MTX mp3\107 Casey Jones.mp3|Casey Jones|
[drive]:\Dead & Company\2015\2015-11-05 Wells Fargo Center, Philadelphia, PA AUD MTX mp3\201 Iko Iko.mp3|Iko Iko|
[drive]:\Dead & Company\2015\2015-11-05 Wells Fargo Center, Philadelphia, PA AUD MTX mp3\202 Feel Like a Stranger.mp3|Feel Like A Stranger|
[drive]:\Dead & Company\2015\2015-11-05 Wells Fargo Center, Philadelphia, PA AUD MTX mp3\203 China Cat Sunflower.mp3|China Cat Sunflower|
[drive]:\Dead & Company\2015\2015-11-05 Wells Fargo Center, Philadelphia, PA AUD MTX mp3\204 I Know You Rider.mp3|I Know You Rider|
[drive]:\Dead & Company\2015\2015-11-05 Wells Fargo Center, Philadelphia, PA AUD MTX mp3\205 Drums.mp3|Drums|
[drive]:\Dead & Company\2015\2015-11-05 Wells Fargo Center, Philadelphia, PA AUD MTX mp3\206 Space.mp3|Space|
[drive]:\Dead & Company\2015\2015-11-05 Wells Fargo Center, Philadelphia, PA AUD MTX mp3\207 Playing in the Band....mp3|Playing In The Band|
[drive]:\Dead & Company\2015\2015-11-05 Wells Fargo Center, Philadelphia, PA AUD MTX mp3\208 ...Playing in the Band.mp3|Playing In The Band|
[drive]:\Dead & Company\2015\2015-11-05 Wells Fargo Center, Philadelphia, PA AUD MTX mp3\209 Standing on the Moon.mp3|Standing On The Moon|
[drive]:\Dead & Company\2015\2015-11-05 Wells Fargo Center, Philadelphia, PA AUD MTX mp3\210 Sugar Magnolia.mp3|Sugar Magnolia|
[drive]:\Dead & Company\2015\2015-11-05 Wells Fargo Center, Philadelphia, PA AUD MTX mp3\211 U.S. Blues.mp3|U.S. Blues|
[drive]:\Dead & Company\2015\2015-11-06 Verizon Center, Washington, DC AUD MTX mp3\101 Jam into Truckin'.mp3|Jam > Truckin'|
[drive]:\Dead & Company\2015\2015-11-06 Verizon Center, Washington, DC AUD MTX mp3\102 Truckin'.mp3|Truckin'|
[drive]:\Dead & Company\2015\2015-11-06 Verizon Center, Washington, DC AUD MTX mp3\103 Big Boss Man.mp3|Big Boss Man|
[drive]:\Dead & Company\2015\2015-11-06 Verizon Center, Washington, DC AUD MTX mp3\104 Brown-Eyed Women.mp3|Brown Eyed Women|
[drive]:\Dead & Company\2015\2015-11-06 Verizon Center, Washington, DC AUD MTX mp3\105 West L.A. Fadeaway.mp3|West L.A. Fadeaway|
[drive]:\Dead & Company\2015\2015-11-06 Verizon Center, Washington, DC AUD MTX mp3\106 Loser.mp3|Loser|
[drive]:\Dead & Company\2015\2015-11-06 Verizon Center, Washington, DC AUD MTX mp3\107 Lost Sailor.mp3|Lost Sailor|
[drive]:\Dead & Company\2015\2015-11-06 Verizon Center, Washington, DC AUD MTX mp3\108 Saint of Circumstance.mp3|Saint Of Circumstance|
[drive]:\Dead & Company\2015\2015-11-06 Verizon Center, Washington, DC AUD MTX mp3\201 Crowd & tuning.mp3|Crowd|
[drive]:\Dead & Company\2015\2015-11-06 Verizon Center, Washington, DC AUD MTX mp3\202 Bertha.mp3|Bertha|
[drive]:\Dead & Company\2015\2015-11-06 Verizon Center, Washington, DC AUD MTX mp3\203 Eyes of the World.mp3|Eyes Of The World|
[drive]:\Dead & Company\2015\2015-11-06 Verizon Center, Washington, DC AUD MTX mp3\204 Scarlet Begonias.mp3|Scarlet Begonias|
[drive]:\Dead & Company\2015\2015-11-06 Verizon Center, Washington, DC AUD MTX mp3\205 Fire on the Mountain.mp3|Fire On The Mountain|
[drive]:\Dead & Company\2015\2015-11-06 Verizon Center, Washington, DC AUD MTX mp3\206 Drums.mp3|Drums|
[drive]:\Dead & Company\2015\2015-11-06 Verizon Center, Washington, DC AUD MTX mp3\207 Space.mp3|Space|
[drive]:\Dead & Company\2015\2015-11-06 Verizon Center, Washington, DC AUD MTX mp3\208 The Wheel.mp3|The Wheel|
[drive]:\Dead & Company\2015\2015-11-06 Verizon Center, Washington, DC AUD MTX mp3\209 Looks Like Rain.mp3|Looks Like Rain|
[drive]:\Dead & Company\2015\2015-11-06 Verizon Center, Washington, DC AUD MTX mp3\210 In the Midnight Hour.mp3|Midnight Hour|
[drive]:\Dead & Company\2015\2015-11-06 Verizon Center, Washington, DC AUD MTX mp3\211 Crowd & tuning.mp3|Crowd|
[drive]:\Dead & Company\2015\2015-11-06 Verizon Center, Washington, DC AUD MTX mp3\212 Touch of Grey.mp3|Touch Of Grey|
[drive]:\Dead & Company\2015\2015-11-07 Madison Square Garden, New York, NY AUD 24 Bit (44.1-2)\01 shakedown street.flac|Shakedown Street|
[drive]:\Dead & Company\2015\2015-11-07 Madison Square Garden, New York, NY AUD 24 Bit (44.1-2)\02 i need a miracle.flac|I Need A Miracle|
[drive]:\Dead & Company\2015\2015-11-07 Madison Square Garden, New York, NY AUD 24 Bit (44.1-2)\03 i need a miracle.flac|I Need A Miracle|
[drive]:\Dead & Company\2015\2015-11-07 Madison Square Garden, New York, NY AUD 24 Bit (44.1-2)\04 tennessee jed.flac|Tennessee Jed|
[drive]:\Dead & Company\2015\2015-11-07 Madison Square Garden, New York, NY AUD 24 Bit (44.1-2)\05 they love each other.flac|They Love Each Other|
[drive]:\Dead & Company\2015\2015-11-07 Madison Square Garden, New York, NY AUD 24 Bit (44.1-2)\06 jack straw.flac|Jack Straw|
[drive]:\Dead & Company\2015\2015-11-07 Madison Square Garden, New York, NY AUD 24 Bit (44.1-2)\07 help on the way.flac|Help On The Way|
[drive]:\Dead & Company\2015\2015-11-07 Madison Square Garden, New York, NY AUD 24 Bit (44.1-2)\08 slipknot.flac|Slipknot!|
[drive]:\Dead & Company\2015\2015-11-07 Madison Square Garden, New York, NY AUD 24 Bit (44.1-2)\09 franklins tower.flac|Franklin's Tower|
[drive]:\Dead & Company\2015\2015-11-07 Madison Square Garden, New York, NY AUD 24 Bit (44.1-2)\10 he's gone.flac|He's Gone|
[drive]:\Dead & Company\2015\2015-11-07 Madison Square Garden, New York, NY AUD 24 Bit (44.1-2)\11 st. stephen.flac|Saint Stephen|
[drive]:\Dead & Company\2015\2015-11-07 Madison Square Garden, New York, NY AUD 24 Bit (44.1-2)\12 drums.flac|Drums|
[drive]:\Dead & Company\2015\2015-11-07 Madison Square Garden, New York, NY AUD 24 Bit (44.1-2)\13 space.flac|Space|
[drive]:\Dead & Company\2015\2015-11-07 Madison Square Garden, New York, NY AUD 24 Bit (44.1-2)\14 the other one.flac|The Other One|
[drive]:\Dead & Company\2015\2015-11-07 Madison Square Garden, New York, NY AUD 24 Bit (44.1-2)\15 stella blue.flac|Stella Blue|
[drive]:\Dead & Company\2015\2015-11-07 Madison Square Garden, New York, NY AUD 24 Bit (44.1-2)\16 not fade away.flac|Not Fade Away|
[drive]:\Dead & Company\2015\2015-11-07 Madison Square Garden, New York, NY AUD 24 Bit (44.1-2)\17 brokedown palace.flac|Brokedown Palace|
[drive]:\Dead & Company\2015\2015-11-10 DCU Center, Worcester, MA AUD MTX mp3\DeadCo - 2015.11.10.audmtx - t01.mp3|Tuning|
[drive]:\Dead & Company\2015\2015-11-10 DCU Center, Worcester, MA AUD MTX mp3\DeadCo - 2015.11.10.audmtx - t02.mp3|Cassidy|
[drive]:\Dead & Company\2015\2015-11-10 DCU Center, Worcester, MA AUD MTX mp3\DeadCo - 2015.11.10.audmtx - t03.mp3|Row Jimmy|
[drive]:\Dead & Company\2015\2015-11-10 DCU Center, Worcester, MA AUD MTX mp3\DeadCo - 2015.11.10.audmtx - t04.mp3|Ramble On Rose|
[drive]:\Dead & Company\2015\2015-11-10 DCU Center, Worcester, MA AUD MTX mp3\DeadCo - 2015.11.10.audmtx - t05.mp3|Big River|
[drive]:\Dead & Company\2015\2015-11-10 DCU Center, Worcester, MA AUD MTX mp3\DeadCo - 2015.11.10.audmtx - t06.mp3|Peggy-O|
[drive]:\Dead & Company\2015\2015-11-10 DCU Center, Worcester, MA AUD MTX mp3\DeadCo - 2015.11.10.audmtx - t07.mp3|Sugaree|
[drive]:\Dead & Company\2015\2015-11-10 DCU Center, Worcester, MA AUD MTX mp3\DeadCo - 2015.11.10.audmtx - t08.mp3|The Music Never Stopped|
[drive]:\Dead & Company\2015\2015-11-10 DCU Center, Worcester, MA AUD MTX mp3\DeadCo - 2015.11.10.audmtx - t09.mp3|Deal|>
[drive]:\Dead & Company\2015\2015-11-10 DCU Center, Worcester, MA AUD MTX mp3\DeadCo - 2015.11.10.audmtx - t10.mp3|Uncle John's Band|
[drive]:\Dead & Company\2015\2015-11-10 DCU Center, Worcester, MA AUD MTX mp3\DeadCo - 2015.11.10.audmtx - t11.mp3|Estimated Prophet|>
[drive]:\Dead & Company\2015\2015-11-10 DCU Center, Worcester, MA AUD MTX mp3\DeadCo - 2015.11.10.audmtx - t12.mp3|Lady With A Fan|>
[drive]:\Dead & Company\2015\2015-11-10 DCU Center, Worcester, MA AUD MTX mp3\DeadCo - 2015.11.10.audmtx - t13.mp3|Terrapin Station|>
[drive]:\Dead & Company\2015\2015-11-10 DCU Center, Worcester, MA AUD MTX mp3\DeadCo - 2015.11.10.audmtx - t14.mp3|Drums|>
[drive]:\Dead & Company\2015\2015-11-10 DCU Center, Worcester, MA AUD MTX mp3\DeadCo - 2015.11.10.audmtx - t15.mp3|Space|>
[drive]:\Dead & Company\2015\2015-11-10 DCU Center, Worcester, MA AUD MTX mp3\DeadCo - 2015.11.10.audmtx - t16.mp3|Dear Prudence|
[drive]:\Dead & Company\2015\2015-11-10 DCU Center, Worcester, MA AUD MTX mp3\DeadCo - 2015.11.10.audmtx - t17.mp3|Get Out Of My Life Woman|>
[drive]:\Dead & Company\2015\2015-11-10 DCU Center, Worcester, MA AUD MTX mp3\DeadCo - 2015.11.10.audmtx - t18.mp3|Goin' Down The Road Feelin' Bad|
[drive]:\Dead & Company\2015\2015-11-10 DCU Center, Worcester, MA AUD MTX mp3\DeadCo - 2015.11.10.audmtx - t19.mp3|Ripple|
[drive]:\Dead & Company\2015\2015-11-11 First Niagara Center, Buffalo, NY 24 Bit (48-2)\101 crowd&tuning.flac|Crowd|
[drive]:\Dead & Company\2015\2015-11-11 First Niagara Center, Buffalo, NY 24 Bit (48-2)\102 Promised Land.flac|Promised Land|
[drive]:\Dead & Company\2015\2015-11-11 First Niagara Center, Buffalo, NY 24 Bit (48-2)\103 Minglewood Blues.flac|Minglewood Blues|
[drive]:\Dead & Company\2015\2015-11-11 First Niagara Center, Buffalo, NY 24 Bit (48-2)\104 Bertha.flac|Bertha|
[drive]:\Dead & Company\2015\2015-11-11 First Niagara Center, Buffalo, NY 24 Bit (48-2)\105 Here Comes Sunshine.flac|Here Comes Sunshine|
[drive]:\Dead & Company\2015\2015-11-11 First Niagara Center, Buffalo, NY 24 Bit (48-2)\106 El Paso.flac|El Paso|
[drive]:\Dead & Company\2015\2015-11-11 First Niagara Center, Buffalo, NY 24 Bit (48-2)\107 Althea.flac|Althea|
[drive]:\Dead & Company\2015\2015-11-11 First Niagara Center, Buffalo, NY 24 Bit (48-2)\108 US Blues.flac|U.S. Blues|
[drive]:\Dead & Company\2015\2015-11-11 First Niagara Center, Buffalo, NY 24 Bit (48-2)\201 crowd&tuning.flac|Crowd|
[drive]:\Dead & Company\2015\2015-11-11 First Niagara Center, Buffalo, NY 24 Bit (48-2)\202 Viola Lee Blues.flac|Viola Lee Blues|
[drive]:\Dead & Company\2015\2015-11-11 First Niagara Center, Buffalo, NY 24 Bit (48-2)\203 Wang Dang Doodle.flac|Wang Dang Doodle|
[drive]:\Dead & Company\2015\2015-11-11 First Niagara Center, Buffalo, NY 24 Bit (48-2)\204 Viola Lee Blues.flac|Viola Lee Blues|
[drive]:\Dead & Company\2015\2015-11-11 First Niagara Center, Buffalo, NY 24 Bit (48-2)\205 New Speedway Boogie.flac|New Speedway Boogie|
[drive]:\Dead & Company\2015\2015-11-11 First Niagara Center, Buffalo, NY 24 Bit (48-2)\206 Jam.flac|Jam|
[drive]:\Dead & Company\2015\2015-11-11 First Niagara Center, Buffalo, NY 24 Bit (48-2)\207 Truckin'.flac|Truckin'|
[drive]:\Dead & Company\2015\2015-11-11 First Niagara Center, Buffalo, NY 24 Bit (48-2)\208 Dark Star.flac|Dark Star|
[drive]:\Dead & Company\2015\2015-11-11 First Niagara Center, Buffalo, NY 24 Bit (48-2)\209 Drums.flac|Drums|
[drive]:\Dead & Company\2015\2015-11-11 First Niagara Center, Buffalo, NY 24 Bit (48-2)\210 Space.flac|Space|
[drive]:\Dead & Company\2015\2015-11-11 First Niagara Center, Buffalo, NY 24 Bit (48-2)\211 Dark Star.flac|Dark Star|
[drive]:\Dead & Company\2015\2015-11-11 First Niagara Center, Buffalo, NY 24 Bit (48-2)\212 China Doll.flac|China Doll|
[drive]:\Dead & Company\2015\2015-11-11 First Niagara Center, Buffalo, NY 24 Bit (48-2)\213 Sugar Magnolia.flac|Sugar Magnolia|
[drive]:\Dead & Company\2015\2015-11-11 First Niagara Center, Buffalo, NY 24 Bit (48-2)\214 Casey Jones.flac|Casey Jones|
[drive]:\Dead & Company\2015\2015-11-13 Nationwide Arena, Columbus, OH AUD MTX mp3\DeadCo - 2015.11.13.audmtx - t01.mp3|Honoring Paris|
[drive]:\Dead & Company\2015\2015-11-13 Nationwide Arena, Columbus, OH AUD MTX mp3\DeadCo - 2015.11.13.audmtx - t02.mp3|Mississippi Half-Step Uptown Toodeloo|>
[drive]:\Dead & Company\2015\2015-11-13 Nationwide Arena, Columbus, OH AUD MTX mp3\DeadCo - 2015.11.13.audmtx - t03.mp3|Brown Eyed Women|
[drive]:\Dead & Company\2015\2015-11-13 Nationwide Arena, Columbus, OH AUD MTX mp3\DeadCo - 2015.11.13.audmtx - t04.mp3|Tennessee Jed|
[drive]:\Dead & Company\2015\2015-11-13 Nationwide Arena, Columbus, OH AUD MTX mp3\DeadCo - 2015.11.13.audmtx - t05.mp3|Little Red Rooster|
[drive]:\Dead & Company\2015\2015-11-13 Nationwide Arena, Columbus, OH AUD MTX mp3\DeadCo - 2015.11.13.audmtx - t06.mp3|Bird Song|
[drive]:\Dead & Company\2015\2015-11-13 Nationwide Arena, Columbus, OH AUD MTX mp3\DeadCo - 2015.11.13.audmtx - t07.mp3|Standing On The Moon|
[drive]:\Dead & Company\2015\2015-11-13 Nationwide Arena, Columbus, OH AUD MTX mp3\DeadCo - 2015.11.13.audmtx - t08.mp3|Cumberland Blues|
[drive]:\Dead & Company\2015\2015-11-13 Nationwide Arena, Columbus, OH AUD MTX mp3\DeadCo - 2015.11.13.audmtx - t09.mp3|Playing In The Band|
[drive]:\Dead & Company\2015\2015-11-13 Nationwide Arena, Columbus, OH AUD MTX mp3\DeadCo - 2015.11.13.audmtx - t10.mp3|China Cat Sunflower|>
[drive]:\Dead & Company\2015\2015-11-13 Nationwide Arena, Columbus, OH AUD MTX mp3\DeadCo - 2015.11.13.audmtx - t11.mp3|I Know You Rider|>
[drive]:\Dead & Company\2015\2015-11-13 Nationwide Arena, Columbus, OH AUD MTX mp3\DeadCo - 2015.11.13.audmtx - t12.mp3|Eyes Of The World|>
[drive]:\Dead & Company\2015\2015-11-13 Nationwide Arena, Columbus, OH AUD MTX mp3\DeadCo - 2015.11.13.audmtx - t13.mp3|Drums|>
